action_type,event_type,loc_x,loc_y,minutes_remaining,period,player_name,position,height,shot_distance,shot_made_flag,points,shot_type,shot_zone_basic,shot_zone_range,team_name
Driving Floating Jump Shot,Made Shot,61,117,1,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,13,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Golden State Warriors
Jump Shot,Made Shot,24,259,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,82,238,11,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,174,180,11,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Running Layup Shot,Made Shot,4,-3,10,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,-230,31,9,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,-230,29,7,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-1,275,6,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-225,62,10,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-47,291,8,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,29,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-57,265,7,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Running Finger Roll Layup Shot,Made Shot,3,37,4,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Step Back Jump shot,Made Shot,-219,143,9,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Cutting Layup Shot,Made Shot,9,21,9,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,190,180,8,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Running Finger Roll Layup Shot,Made Shot,-24,20,2,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,-120,290,0,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,31,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,-2,158,11,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,15,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Golden State Warriors
Cutting Layup Shot,Made Shot,-10,10,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Pullup Jump shot,Made Shot,230,27,8,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,230,-1,8,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Missed Shot,-145,147,6,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,20,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Running Jump Shot,Made Shot,-190,204,5,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Finger Roll Layup Shot,Made Shot,-26,17,5,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,-154,213,11,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,188,194,9,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Hook Shot,Missed Shot,11,58,8,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Golden State Warriors
Driving Finger Roll Layup Shot,Made Shot,-4,73,7,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,7,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,209,171,6,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,73,278,0,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,28,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,0,714,0,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,71,0,0,3PT Field Goal,Backcourt,Back Court Shot,Golden State Warriors
Driving Layup Shot,Made Shot,-6,11,4,5,Stephen Curry,"Point Guard, Shooting Guard",6.3,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Running Pull-Up Jump Shot,Made Shot,-230,-7,2,5,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Golden State Warriors
Driving Floating Jump Shot,Missed Shot,100,73,1,5,Stephen Curry,"Point Guard, Shooting Guard",6.3,12,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Golden State Warriors
Jump Shot,Made Shot,-165,67,0,5,Stephen Curry,"Point Guard, Shooting Guard",6.3,17,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Jump Shot,Missed Shot,178,178,10,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,-177,178,9,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,188,169,4,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,-6,274,3,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Made Shot,-137,138,10,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,19,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Jump Shot,Missed Shot,-228,89,9,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,-161,202,6,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,-198,76,2,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,21,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Running Layup Shot,Missed Shot,-20,15,2,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,-116,224,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,181,173,9,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Missed Shot,61,248,9,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,149,198,6,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-97,222,4,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,30,243,11,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Missed Shot,87,241,11,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,234,43,9,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,-57,264,7,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,84,247,4,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Floating Jump Shot,Made Shot,3,40,4,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,4,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Golden State Warriors
Step Back Jump shot,Missed Shot,90,204,3,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,22,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Jump Shot,Made Shot,149,231,3,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-223,114,2,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Cutting Layup Shot,Made Shot,-19,5,2,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,103,236,1,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-226,-10,0,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-32,84,10,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,8,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Golden State Warriors
Turnaround Fadeaway shot,Made Shot,-232,57,8,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Missed Shot,-230,99,6,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,227,99,4,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,128,222,10,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Layup Shot,Missed Shot,-5,17,10,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,-9,275,9,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,174,191,8,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Finger Roll Layup Shot,Made Shot,86,45,7,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,9,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Golden State Warriors
Layup Shot,Missed Shot,0,26,6,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Turnaround Jump Shot,Made Shot,166,217,1,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Layup Shot,Made Shot,3,22,1,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,193,94,11,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,21,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Jump Shot,Missed Shot,-192,195,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-4,73,8,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,171,215,5,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,103,260,9,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,89,266,7,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,28,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-179,193,5,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Finger Roll Layup Shot,Made Shot,-19,13,8,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,176,-2,7,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,17,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Jump Shot,Missed Shot,-2,278,6,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-205,150,4,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,-188,198,4,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Missed Shot,-172,190,4,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Reverse Layup Shot,Made Shot,-8,16,2,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Reverse Layup Shot,Made Shot,23,17,1,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,160,206,1,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Made Shot,168,221,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,212,153,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,124,254,8,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,28,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,165,231,5,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,28,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Floating Jump Shot,Made Shot,-52,117,5,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,12,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Golden State Warriors
Jump Shot,Missed Shot,-8,300,2,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,30,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,228,52,2,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Driving Reverse Layup Shot,Made Shot,-3,4,10,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,95,239,7,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Fadeaway Jump Shot,Missed Shot,-205,11,7,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,20,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Tip Layup Shot,Missed Shot,0,-6,7,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,221,30,6,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Driving Finger Roll Layup Shot,Made Shot,14,5,5,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,-11,252,3,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,-59,246,3,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,71,243,2,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Missed Shot,115,229,1,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Missed Shot,76,204,5,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,21,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Jump Shot,Missed Shot,181,173,5,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Floating Bank Jump Shot,Made Shot,23,19,4,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Made Shot,20,252,1,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Missed Shot,-102,57,0,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,11,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Golden State Warriors
Step Back Jump shot,Made Shot,-193,77,0,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,20,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Step Back Jump shot,Made Shot,-191,207,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,28,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Missed Shot,42,251,8,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,-188,167,7,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Missed Shot,192,168,6,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Floating Jump Shot,Made Shot,74,17,3,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,7,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Golden State Warriors
Driving Finger Roll Layup Shot,Missed Shot,-14,12,3,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Step Back Jump shot,Made Shot,184,167,2,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Missed Shot,-152,205,2,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,216,126,7,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,-8,257,6,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Missed Shot,91,143,5,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,16,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Pullup Jump shot,Made Shot,-223,123,4,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Fadeaway Jump Shot,Missed Shot,101,238,3,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Floating Jump Shot,Made Shot,40,122,1,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,12,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Golden State Warriors
Pullup Jump shot,Made Shot,38,272,0,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Driving Floating Bank Jump Shot,Missed Shot,-43,23,0,4,Stephen Curry,"Point Guard, Shooting Guard",6.3,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Golden State Warriors
Step Back Jump shot,Made Shot,-215,114,10,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Missed Shot,133,227,9,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,228,-11,6,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,-78,261,4,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Turnaround Fadeaway shot,Missed Shot,221,11,3,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Pullup Jump shot,Made Shot,-199,135,1,1,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Step Back Jump shot,Missed Shot,-220,-13,5,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Golden State Warriors
Driving Layup Shot,Missed Shot,3,20,3,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Jump Shot,Missed Shot,-190,158,3,2,Stephen Curry,"Point Guard, Shooting Guard",6.3,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Layup Shot,Missed Shot,-14,25,11,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Golden State Warriors
Driving Layup Shot,Made Shot,-204,13,11,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,20,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Golden State Warriors
Jump Shot,Missed Shot,-170,191,10,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Golden State Warriors
Jump Shot,Made Shot,227,32,8,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Golden State Warriors
Driving Floating Jump Shot,Missed Shot,51,76,5,3,Stephen Curry,"Point Guard, Shooting Guard",6.3,9,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Golden State Warriors
